fact_check_id,post_id,claim_lang,ocr_lang,pair_lang
139385,9292,,"[('spa', 0.7682240605354309), ('eng', 0.12895749509334564), ('por', 0.06486903876066208), ('mg', 0.0258534774184227), ('ita', 0.012095929123461246)]","(None, [('spa', 0.7682240605354309), ('eng', 0.12895749509334564), ('por', 0.06486903876066208), ('mg', 0.0258534774184227), ('ita', 0.012095929123461246)])"
139385,9293,,"[('spa', 0.8580056428909302), ('eng', 0.12888793647289276), ('ita', 0.0131063936278224)]","(None, [('spa', 0.8580056428909302), ('eng', 0.12888793647289276), ('ita', 0.0131063936278224)])"
139385,19990,,"[('eng', 0.9577708840370178), ('la', 0.04222911223769188)]","(None, [('eng', 0.9577708840370178), ('la', 0.04222911223769188)])"
139386,10518,,"[('eng', 0.8903999924659729), ('fra', 0.07065526396036148)]","(None, [('eng', 0.8903999924659729), ('fra', 0.07065526396036148)])"
139388,15299,,,"(None, nan)"
139392,3343,,"[('spa', 0.7552524209022522), ('eng', 0.1498335748910904), ('por', 0.08244731277227402)]","(None, [('spa', 0.7552524209022522), ('eng', 0.1498335748910904), ('por', 0.08244731277227402)])"
139392,7792,,"[('spa', 0.7552524209022522), ('eng', 0.1498335748910904), ('por', 0.08244731277227402)]","(None, [('spa', 0.7552524209022522), ('eng', 0.1498335748910904), ('por', 0.08244731277227402)])"
139392,7793,,"[('spa', 0.7554227709770203), ('eng', 0.15066255629062653), ('por', 0.0826958417892456), ('ita', 0.011218828149139881)]","(None, [('spa', 0.7554227709770203), ('eng', 0.15066255629062653), ('por', 0.0826958417892456), ('ita', 0.011218828149139881)])"
139393,10394,,"[('spa', 0.7943700551986694), ('deu', 0.20023643970489502)]","(None, [('spa', 0.7943700551986694), ('deu', 0.20023643970489502)])"
139393,21441,,"[('spa', 0.798774778842926), ('deu', 0.20122520625591278)]","(None, [('spa', 0.798774778842926), ('deu', 0.20122520625591278)])"
139395,11711,,,"(None, None)"
139395,13184,,,"(None, None)"
139396,3549,,,"(None, None)"
139396,6869,,,"(None, None)"
139397,14062,,"[('spa', 0.16512900590896606), ('nld', 0.15731537342071533), ('fin', 0.13598765432834625)]","(None, [('spa', 0.16512900590896606), ('nld', 0.15731537342071533), ('fin', 0.13598765432834625)])"
139398,386,,"[('spa', 0.7901864647865295), ('spa', 0.13991357386112213)]","(None, [('spa', 0.7901864647865295), ('spa', 0.13991357386112213)])"
139398,16772,,,"(None, nan)"
139399,16087,,,"(None, nan)"
139400,17335,,,"(None, nan)"
139400,21412,,"[('spa', 0.8953625559806824), ('lb', 0.10463741421699524)]","(None, [('spa', 0.8953625559806824), ('lb', 0.10463741421699524)])"
139401,13183,,,"(None, None)"
139404,8426,,"[('spa', 0.8408764600753784), ('fin', 0.09642542898654938), ('ny', 0.040724948048591614), ('ron', 0.019760197028517723)]","(None, [('spa', 0.8408764600753784), ('fin', 0.09642542898654938), ('ny', 0.040724948048591614), ('ron', 0.019760197028517723)])"
139404,16134,,,"(None, nan)"
139405,8736,,"[('spa', 0.7845345735549927), ('eng', 0.10157686471939087)]","(None, [('spa', 0.7845345735549927), ('eng', 0.10157686471939087)])"
139405,9000,,"[('spa', 0.6981088519096375), ('eng', 0.1198251023888588), ('sv', 0.05686885863542557)]","(None, [('spa', 0.6981088519096375), ('eng', 0.1198251023888588), ('sv', 0.05686885863542557)])"
139405,9208,,"[('eng', 0.5294273495674133), ('qu', 0.15228091180324554), ('deu', 0.1278812289237976), ('por', 0.1067231222987175), ('fra', 0.08368738740682602)]","(None, [('eng', 0.5294273495674133), ('qu', 0.15228091180324554), ('deu', 0.1278812289237976), ('por', 0.1067231222987175), ('fra', 0.08368738740682602)])"
139406,1344,,"[('spa', 0.9659863710403442), ('spa', 0.022765841335058212), ('por', 0.01124776341021061)]","(None, [('spa', 0.9659863710403442), ('spa', 0.022765841335058212), ('por', 0.01124776341021061)])"
139406,2902,,"[('spa', 0.9893271923065186), ('eng', 0.010672790929675102)]","(None, [('spa', 0.9893271923065186), ('eng', 0.010672790929675102)])"
139406,22296,,,"(None, nan)"
139407,6995,,,"(None, None)"
139408,19989,,,"(None, None)"
139410,10936,,,"(None, None)"
139410,13038,,,"(None, None)"
139412,12167,,"[('spa', 0.9318462610244751), ('ceb', 0.03422527387738228), ('por', 0.03392849117517471)]","(None, [('spa', 0.9318462610244751), ('ceb', 0.03422527387738228), ('por', 0.03392849117517471)])"
139412,14183,,"[('spa', 0.9062126278877258), ('eng', 0.03339005634188652), ('por', 0.0330464132130146), ('ceb', 0.01723984256386757), ('cat', 0.01011103205382824)]","(None, [('spa', 0.9062126278877258), ('eng', 0.03339005634188652), ('por', 0.0330464132130146), ('ceb', 0.01723984256386757), ('cat', 0.01011103205382824)])"
139423,5578,,,"(None, nan)"
139423,22551,,,"(None, None)"
139423,22760,,,"(None, None)"
139424,4407,,,"(None, nan)"
139424,7513,,"[('eng', 0.9900642037391663)]","(None, [('eng', 0.9900642037391663)])"
139424,20609,,,"(None, None)"
139424,22543,,"[('eng', 0.9340386986732483), ('hbs', 0.04090292379260063), ('hbs', 0.025058351457118988)]","(None, [('eng', 0.9340386986732483), ('hbs', 0.04090292379260063), ('hbs', 0.025058351457118988)])"
139425,8724,,,"(None, None)"
139425,16970,,,"(None, nan)"
139426,16858,,,"(None, nan)"
139428,514,,"[('hbs', 1.0)]","(None, [('hbs', 1.0)])"
139428,6280,,,"(None, None)"
139429,15739,,,"(None, nan)"
139430,22744,,,"(None, None)"
139430,22755,,"[('eng', 0.8989244103431702)]","(None, [('eng', 0.8989244103431702)])"
139433,19996,,"[('hbs', 0.9352073073387146), ('hbs', 0.0647926777601242)]","(None, [('hbs', 0.9352073073387146), ('hbs', 0.0647926777601242)])"
139436,19795,,"[('eng', 0.7043153643608093), ('hbs', 0.08248278498649597), ('hbs', 0.0605122409760952), ('deu', 0.05317230522632599), ('sl', 0.027964385226368904), ('sv', 0.017253277823328972), ('slk', 0.0060668340884149075), ('et', 0.003946984186768532)]","(None, [('eng', 0.7043153643608093), ('hbs', 0.08248278498649597), ('hbs', 0.0605122409760952), ('deu', 0.05317230522632599), ('sl', 0.027964385226368904), ('sv', 0.017253277823328972), ('slk', 0.0060668340884149075), ('et', 0.003946984186768532)])"
139436,21631,,,"(None, nan)"
139437,21633,,,"(None, nan)"
139438,17685,,"[('hbs', 0.6156264543533325), ('hbs', 0.2366439253091812), ('eng', 0.08482027798891068)]","(None, [('hbs', 0.6156264543533325), ('hbs', 0.2366439253091812), ('eng', 0.08482027798891068)])"
139438,22800,,,"(None, None)"
139439,16187,,,"(None, nan)"
139440,10258,,"[('hbs', 0.9121902585029602)]","(None, [('hbs', 0.9121902585029602)])"
139444,20634,,"[('eng', 0.5738253593444824), ('spa', 0.2390623688697815), ('ita', 0.18711230158805847)]","(None, [('eng', 0.5738253593444824), ('spa', 0.2390623688697815), ('ita', 0.18711230158805847)])"
139445,12071,,,"(None, None)"
139445,27994,,,"(None, None)"
139449,14239,,,"(None, None)"
139450,18851,,,"(None, nan)"
139451,17682,,,"(None, None)"
139452,5761,,,"(None, nan)"
139455,25824,,,"(None, nan)"
139456,19870,,"[('ces', 1.0)]","(None, [('ces', 1.0)])"
139456,21919,,,"(None, nan)"
139459,4846,,,"(None, nan)"
139461,20475,,"[('ces', 0.7511107325553894), ('eng', 0.08764416724443436), ('fra', 0.021568428725004196), ('slk', 0.011924857273697853)]","(None, [('ces', 0.7511107325553894), ('eng', 0.08764416724443436), ('fra', 0.021568428725004196), ('slk', 0.011924857273697853)])"
139463,10676,,"[('eng', 0.23535636067390442), ('cat', 0.22348135709762573), ('sl', 0.19177944958209991)]","(None, [('eng', 0.23535636067390442), ('cat', 0.22348135709762573), ('sl', 0.19177944958209991)])"
139464,14030,,"[('ces', 0.81953364610672), ('eng', 0.0386824756860733)]","(None, [('ces', 0.81953364610672), ('eng', 0.0386824756860733)])"
139464,20514,,,"(None, None)"
139465,25580,,,"(None, nan)"
139465,27116,,,"(None, None)"
139466,16845,,,"(None, nan)"
139466,18767,,,"(None, nan)"
139468,14977,,,"(None, nan)"
139468,14978,,,"(None, nan)"
139468,20494,,,"(None, None)"
139470,14774,,,"(None, nan)"
139471,15652,,,"(None, nan)"
139472,14684,,,"(None, nan)"
139472,18793,,,"(None, nan)"
139475,22547,,"[('eng', 0.43297573924064636)]","(None, [('eng', 0.43297573924064636)])"
139499,5687,,,"(None, nan)"
139499,15907,,,"(None, nan)"
139499,22124,,,"(None, nan)"
139506,8657,,"[('msa', 0.5592184662818909), ('msa', 0.3568258583545685)]","(None, [('msa', 0.5592184662818909), ('msa', 0.3568258583545685)])"
139506,12505,,"[('msa', 0.34613803029060364), ('eng', 0.302318811416626), ('msa', 0.29784440994262695)]","(None, [('msa', 0.34613803029060364), ('eng', 0.302318811416626), ('msa', 0.29784440994262695)])"
139506,16051,,,"(None, nan)"
139506,16500,,,"(None, nan)"
139509,5459,,,"(None, nan)"
139509,17582,,"[('msa', 0.6438027620315552), ('msa', 0.30005064606666565), ('eng', 0.03355766087770462)]","(None, [('msa', 0.6438027620315552), ('msa', 0.30005064606666565), ('eng', 0.03355766087770462)])"
139514,17721,,,"(None, None)"
139517,26071,,,"(None, nan)"
139518,14031,,"[('msa', 0.8627839088439941)]","(None, [('msa', 0.8627839088439941)])"
139540,20497,,"[('fas', 0.4606408476829529), ('eng', 0.29973113536834717), ('ara', 0.23172008991241455), ('urd', 0.00790794100612402)]","(None, [('fas', 0.4606408476829529), ('eng', 0.29973113536834717), ('ara', 0.23172008991241455), ('urd', 0.00790794100612402)])"
139540,20498,,"[('fas', 0.6254715919494629), ('eng', 0.3402169942855835), ('ara', 0.03431139141321182)]","(None, [('fas', 0.6254715919494629), ('eng', 0.3402169942855835), ('ara', 0.03431139141321182)])"
139540,20499,,"[('fas', 0.6296380758285522), ('eng', 0.2420593798160553), ('nld', 0.08625923097133636), ('ara', 0.0420432947576046)]","(None, [('fas', 0.6296380758285522), ('eng', 0.2420593798160553), ('nld', 0.08625923097133636), ('ara', 0.0420432947576046)])"
139540,20500,,"[('fas', 0.7020678520202637), ('eng', 0.2613588571548462), ('ara', 0.03657326102256775)]","(None, [('fas', 0.7020678520202637), ('eng', 0.2613588571548462), ('ara', 0.03657326102256775)])"
139556,9824,,,"(None, None)"
139563,22383,,,"(None, nan)"
139564,14698,,,"(None, nan)"
139566,20613,,"[('eng', 0.881554901599884)]","(None, [('eng', 0.881554901599884)])"
139577,20757,,"[('spa', 0.8613402843475342), ('por', 0.06818101555109024), ('eng', 0.02324308268725872)]","(None, [('spa', 0.8613402843475342), ('por', 0.06818101555109024), ('eng', 0.02324308268725872)])"
139605,17981,,,"(None, None)"
139605,17982,,,"(None, None)"
139605,17983,,,"(None, None)"
139605,21724,,,"(None, nan)"
139605,22360,,,"(None, nan)"
139605,22361,,,"(None, nan)"
139606,2948,,,"(None, None)"
139606,8804,,,"(None, None)"
139606,20624,,,"(None, None)"
139606,20765,,"[('por', 0.8534067273139954), ('eng', 0.14659325778484344)]","(None, [('por', 0.8534067273139954), ('eng', 0.14659325778484344)])"
139606,22059,,,"(None, nan)"
139610,1814,,"[('spa', 0.8828135132789612), ('ita', 0.06456679850816727), ('eng', 0.017978955060243607)]","(None, [('spa', 0.8828135132789612), ('ita', 0.06456679850816727), ('eng', 0.017978955060243607)])"
139610,20627,,"[('spa', 0.8296621441841125), ('por', 0.044322188943624496), ('eng', 0.032978590577840805), ('ron', 0.013048237189650536)]","(None, [('spa', 0.8296621441841125), ('por', 0.044322188943624496), ('eng', 0.032978590577840805), ('ron', 0.013048237189650536)])"
139638,20503,,,"(None, None)"
139651,5312,,,"(None, nan)"
139651,5317,,,"(None, nan)"
139656,7674,,"[('spa', 0.9617117643356323), ('fra', 0.03828825429081917)]","(None, [('spa', 0.9617117643356323), ('fra', 0.03828825429081917)])"
139658,4853,,,"(None, nan)"
139658,27299,,,"(None, None)"
139661,6684,,,"(None, None)"
139667,22527,,"[('eng', 0.7069786190986633), ('spa', 0.08223940432071686), ('dan', 0.048185620456933975), ('eo', 0.02368042804300785)]","(None, [('eng', 0.7069786190986633), ('spa', 0.08223940432071686), ('dan', 0.048185620456933975), ('eo', 0.02368042804300785)])"
139668,15402,,,"(None, nan)"
139668,20633,,"[('eng', 0.7952859997749329), ('la', 0.12062881886959076), ('ron', 0.04461665078997612)]","(None, [('eng', 0.7952859997749329), ('la', 0.12062881886959076), ('ron', 0.04461665078997612)])"
139674,13135,,,"(None, None)"
139697,20635,,"[('spa', 0.7516070604324341), ('nor', 0.07203654944896698), ('por', 0.02987664006650448), ('eng', 0.029535558074712753)]","(None, [('spa', 0.7516070604324341), ('nor', 0.07203654944896698), ('por', 0.02987664006650448), ('eng', 0.029535558074712753)])"
139697,26980,,,"(None, None)"
139718,11565,,,"(None, None)"
139744,25724,,,"(None, nan)"
139747,7356,,,"(None, None)"
139750,16709,,,"(None, nan)"
139750,18534,,,"(None, nan)"
139752,21281,,,"(None, None)"
139759,25862,,,"(None, nan)"
139766,24756,,,"(None, nan)"
139766,24768,,,"(None, nan)"
139766,24845,,,"(None, nan)"
139768,24592,,,"(None, nan)"
139768,24795,,,"(None, nan)"
139807,12122,,"[('eng', 0.9481410384178162), ('hun', 0.002909364178776741), ('por', 0.0014467214932665229), ('vi', 0.0009869474451988935)]","(None, [('eng', 0.9481410384178162), ('hun', 0.002909364178776741), ('por', 0.0014467214932665229), ('vi', 0.0009869474451988935)])"
139832,6140,,,"(None, nan)"
139833,20672,,,"(None, None)"
139833,20673,,,"(None, None)"
139835,13281,,"[('spa', 0.9098427891731262), ('por', 0.03215514123439789), ('eng', 0.017730610445141792)]","(None, [('spa', 0.9098427891731262), ('por', 0.03215514123439789), ('eng', 0.017730610445141792)])"
139841,15690,,,"(None, nan)"
139841,25654,,,"(None, nan)"
139841,27608,,"[('por', 0.9456498026847839), ('eng', 0.054350193589925766)]","(None, [('por', 0.9456498026847839), ('eng', 0.054350193589925766)])"
139867,25171,,,"(None, nan)"
139879,12593,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
139882,4841,,,"(None, nan)"
139929,16535,,,"(None, nan)"
139929,20682,,"[('eng', 0.98195880651474), ('rus', 0.015084384940564632), ('nld', 0.0029567836318165064)]","(None, [('eng', 0.98195880651474), ('rus', 0.015084384940564632), ('nld', 0.0029567836318165064)])"
139939,14779,,,"(None, nan)"
139948,6841,,"[('por', 1.0)]","(None, [('por', 1.0)])"
139948,15818,,,"(None, nan)"
139948,16740,,,"(None, nan)"
139951,5143,,,"(None, nan)"
139953,18202,,"[('por', 0.6718114614486694), ('spa', 0.09838832169771194), ('kri', 0.09038448333740234), ('mg', 0.07848308980464935), ('eng', 0.06093265861272812)]","(None, [('por', 0.6718114614486694), ('spa', 0.09838832169771194), ('kri', 0.09038448333740234), ('mg', 0.07848308980464935), ('eng', 0.06093265861272812)])"
139973,17930,,,"(None, None)"
139984,12661,,"[('eng', 0.6419326066970825)]","(None, [('eng', 0.6419326066970825)])"
139985,17463,,,"(None, None)"
139993,12075,,,"(None, None)"
140004,21887,,,"(None, nan)"
140010,3433,,"[('spa', 0.7875022888183594), ('hbs', 0.16682583093643188), ('ita', 0.04567185044288635)]","(None, [('spa', 0.7875022888183594), ('hbs', 0.16682583093643188), ('ita', 0.04567185044288635)])"
140011,21794,,,"(None, nan)"
140030,11150,,,"(None, None)"
140031,11150,,,"(None, None)"
140033,26,,"[('hbs', 0.6456508636474609), ('hbs', 0.12565241754055023), ('slk', 0.060448646545410156)]","(None, [('hbs', 0.6456508636474609), ('hbs', 0.12565241754055023), ('slk', 0.060448646545410156)])"
140072,4984,,,"(None, nan)"
140072,6442,,,"(None, None)"
140116,6583,,"[('eng', 0.61277174949646), ('msa', 0.13598427176475525), ('fil', 0.10751235485076904)]","(None, [('eng', 0.61277174949646), ('msa', 0.13598427176475525), ('fil', 0.10751235485076904)])"
140117,12570,,,"(None, None)"
140132,10309,,"[('fil', 0.8489440679550171), ('eng', 0.1510559469461441)]","(None, [('fil', 0.8489440679550171), ('eng', 0.1510559469461441)])"
140133,10309,,"[('fil', 0.8489440679550171), ('eng', 0.1510559469461441)]","(None, [('fil', 0.8489440679550171), ('eng', 0.1510559469461441)])"
140152,12610,,"[('eng', 0.9505040645599365)]","(None, [('eng', 0.9505040645599365)])"
140152,16440,,,"(None, nan)"
140152,22016,,,"(None, nan)"
140163,12747,,,"(None, None)"
140163,17420,,"[('fil', 0.7501854300498962), ('eng', 0.17712664604187012), ('ron', 0.02219533920288086)]","(None, [('fil', 0.7501854300498962), ('eng', 0.17712664604187012), ('ron', 0.02219533920288086)])"
140163,22098,,,"(None, nan)"
140179,5115,,,"(None, nan)"
140179,20719,,,"(None, None)"
140182,3865,,,"(None, None)"
140182,9658,,,"(None, None)"
140201,2200,,"[('fra', 0.7067938446998596), ('spa', 0.11795711517333984), ('eng', 0.08174212276935577), ('nor', 0.03169315680861473)]","(None, [('fra', 0.7067938446998596), ('spa', 0.11795711517333984), ('eng', 0.08174212276935577), ('nor', 0.03169315680861473)])"
140201,10270,,"[('fra', 0.5818890333175659), ('spa', 0.3791496157646179)]","(None, [('fra', 0.5818890333175659), ('spa', 0.3791496157646179)])"
140201,12042,,"[('fra', 0.7816731929779053), ('spa', 0.18241289258003235), ('ron', 0.035913921892642975)]","(None, [('fra', 0.7816731929779053), ('spa', 0.18241289258003235), ('ron', 0.035913921892642975)])"
140201,20726,,"[('fra', 0.8065442442893982), ('spa', 0.13182954490184784), ('por', 0.04433243349194527)]","(None, [('fra', 0.8065442442893982), ('spa', 0.13182954490184784), ('por', 0.04433243349194527)])"
140202,20725,,,"(None, None)"
140202,27318,,"[('spa', 0.6695550680160522), ('por', 0.2732425630092621)]","(None, [('spa', 0.6695550680160522), ('por', 0.2732425630092621)])"
140205,7649,,"[('eng', 0.9521176815032959)]","(None, [('eng', 0.9521176815032959)])"
140205,10227,,"[('eng', 0.9779249429702759)]","(None, [('eng', 0.9779249429702759)])"
140205,12282,,"[('eng', 0.9525002241134644)]","(None, [('eng', 0.9525002241134644)])"
140205,21362,,"[('eng', 0.9154626131057739)]","(None, [('eng', 0.9154626131057739)])"
140211,1234,,"[('eng', 0.9257196187973022), ('fra', 0.0502033606171608)]","(None, [('eng', 0.9257196187973022), ('fra', 0.0502033606171608)])"
140211,1926,,"[('eng', 0.9946156144142151)]","(None, [('eng', 0.9946156144142151)])"
140211,2252,,"[('eng', 0.9344181418418884), ('fra', 0.039576441049575806)]","(None, [('eng', 0.9344181418418884), ('fra', 0.039576441049575806)])"
140211,21065,,"[('eng', 0.9415354132652283), ('fra', 0.042313557118177414)]","(None, [('eng', 0.9415354132652283), ('fra', 0.042313557118177414)])"
140211,21512,,,"(None, nan)"
140212,5036,,,"(None, nan)"
140212,15586,,,"(None, nan)"
140212,15587,,,"(None, nan)"
140212,20611,,"[('por', 1.0)]","(None, [('por', 1.0)])"
140216,9377,,"[('spa', 0.4514535367488861), ('la', 0.350568950176239), ('eng', 0.16275933384895325)]","(None, [('spa', 0.4514535367488861), ('la', 0.350568950176239), ('eng', 0.16275933384895325)])"
140216,25723,,,"(None, nan)"
140217,16630,,,"(None, nan)"
140255,25750,,,"(None, nan)"
140257,4199,,,"(None, nan)"
140257,16730,,,"(None, nan)"
140283,20876,,,"(None, None)"
140313,20172,,,"(None, None)"
140325,5713,,,"(None, nan)"
140326,5438,,,"(None, nan)"
140326,10369,,"[('msa', 1.0)]","(None, [('msa', 1.0)])"
140326,10370,,"[('msa', 1.0)]","(None, [('msa', 1.0)])"
140326,10371,,,"(None, None)"
140338,10756,,,"(None, None)"
140338,10757,,,"(None, None)"
140353,3387,,,"(None, None)"
140369,20008,,"[('msa', 1.0)]","(None, [('msa', 1.0)])"
140369,20009,,"[('msa', 1.0)]","(None, [('msa', 1.0)])"
140369,21078,,"[('msa', 0.9633231163024902), ('eng', 0.03667689487338066)]","(None, [('msa', 0.9633231163024902), ('eng', 0.03667689487338066)])"
140369,21079,,"[('msa', 1.0)]","(None, [('msa', 1.0)])"
140370,12637,,,"(None, None)"
140424,14366,,,"(None, nan)"
140424,14367,,,"(None, nan)"
140424,16479,,,"(None, nan)"
140440,11257,,,"(None, None)"
140445,3983,,,"(None, None)"
140479,6477,,"[('eng', 0.8692299127578735), ('spa', 0.13077010214328766)]","(None, [('eng', 0.8692299127578735), ('spa', 0.13077010214328766)])"
140552,18244,,,"(None, None)"
140562,12839,,"[('tha', 0.4032754898071289)]","(None, [('tha', 0.4032754898071289)])"
140571,13770,,,"(None, None)"
140571,21653,,,"(None, nan)"
140587,17737,,"[('eng', 0.9065470099449158)]","(None, [('eng', 0.9065470099449158)])"
140591,19222,,,"(None, nan)"
140606,4652,,,"(None, nan)"
140656,10570,,,"(None, None)"
140664,24273,,,"(None, None)"
140664,24345,,,"(None, None)"
140666,24296,,"[('hin', 0.8404574990272522)]","(None, [('hin', 0.8404574990272522)])"
140676,5767,,,"(None, nan)"
140693,1838,,"[('msa', 0.5205069780349731), ('msa', 0.38209497928619385)]","(None, [('msa', 0.5205069780349731), ('msa', 0.38209497928619385)])"
140693,8445,,"[('msa', 0.4554429352283478), ('msa', 0.3337729871273041)]","(None, [('msa', 0.4554429352283478), ('msa', 0.3337729871273041)])"
140693,8452,,"[('msa', 0.5221171975135803), ('msa', 0.3835029900074005)]","(None, [('msa', 0.5221171975135803), ('msa', 0.3835029900074005)])"
140693,21517,,,"(None, nan)"
140697,19033,,,"(None, nan)"
140697,21090,,"[('urd', 0.9038862586021423)]","(None, [('urd', 0.9038862586021423)])"
140697,21091,,,"(None, None)"
140721,20137,,"[('eng', 0.40822142362594604), ('fas', 0.3117336332798004), ('spa', 0.16331659257411957)]","(None, [('eng', 0.40822142362594604), ('fas', 0.3117336332798004), ('spa', 0.16331659257411957)])"
140741,19142,,,"(None, nan)"
140743,5595,,,"(None, nan)"
140744,20380,,"[('msa', 1.0)]","(None, [('msa', 1.0)])"
140744,22082,,,"(None, nan)"
140745,21964,,,"(None, nan)"
140749,2108,,"[('msa', 1.0)]","(None, [('msa', 1.0)])"
140749,19098,,,"(None, nan)"
140749,20743,,,"(None, None)"
140751,12814,,,"(None, None)"
140754,6116,,,"(None, nan)"
140756,12701,,,"(None, None)"
140757,12882,,,"(None, None)"
140757,17975,,"[('eng', 0.20453570783138275), ('hbs', 0.15009911358356476), ('jv', 0.11794009804725647)]","(None, [('eng', 0.20453570783138275), ('hbs', 0.15009911358356476), ('jv', 0.11794009804725647)])"
140761,18954,,,"(None, nan)"
140764,18277,,,"(None, None)"
140802,6520,,,"(None, None)"
140847,25435,,,"(None, nan)"
140856,11558,,,"(None, None)"
140856,11559,,,"(None, None)"
140903,7702,,"[('fil', 0.7608981132507324), ('lt', 0.11537200212478638), ('eng', 0.058567821979522705)]","(None, [('fil', 0.7608981132507324), ('lt', 0.11537200212478638), ('eng', 0.058567821979522705)])"
140913,3060,,,"(None, None)"
140914,10033,,,"(None, None)"
140914,10744,,"[('eng', 0.6242259740829468)]","(None, [('eng', 0.6242259740829468)])"
140914,13805,,"[('eng', 0.6242259740829468)]","(None, [('eng', 0.6242259740829468)])"
140914,15774,,,"(None, nan)"
140914,22373,,,"(None, nan)"
140915,17228,,,"(None, nan)"
140919,6764,,"[('deu', 0.8638933300971985)]","(None, [('deu', 0.8638933300971985)])"
140919,26857,,"[('deu', 0.787287712097168), ('mi', 0.08143876492977142)]","(None, [('deu', 0.787287712097168), ('mi', 0.08143876492977142)])"
140919,26947,,"[('deu', 0.8819159865379333)]","(None, [('deu', 0.8819159865379333)])"
140920,3823,,,"(None, None)"
140920,17416,,,"(None, None)"
140920,25792,,,"(None, nan)"
140922,13317,,,"(None, None)"
140922,16944,,,"(None, nan)"
140922,17282,,,"(None, nan)"
140923,22198,,,"(None, nan)"
140924,2426,,"[('por', 0.4131598472595215), ('cat', 0.2083418071269989)]","(None, [('por', 0.4131598472595215), ('cat', 0.2083418071269989)])"
140924,4401,,,"(None, nan)"
140924,17644,,,"(None, None)"
140926,6871,,"[('spa', 0.8187956213951111), ('eng', 0.11270346492528915)]","(None, [('spa', 0.8187956213951111), ('eng', 0.11270346492528915)])"
140926,13213,,"[('spa', 0.8440676331520081), ('eng', 0.11638513952493668)]","(None, [('spa', 0.8440676331520081), ('eng', 0.11638513952493668)])"
140927,16304,,,"(None, nan)"
140927,17374,,,"(None, nan)"
140927,17696,,"[('spa', 0.8122904300689697), ('por', 0.061752427369356155), ('eng', 0.04519183933734894)]","(None, [('spa', 0.8122904300689697), ('por', 0.061752427369356155), ('eng', 0.04519183933734894)])"
140928,13499,,,"(None, None)"
140929,560,,"[('eng', 1.0)]","(None, [('eng', 1.0)])"
140929,3482,,,"(None, None)"
140930,7010,,,"(None, None)"
140930,9562,,,"(None, None)"
140932,11266,,,"(None, None)"
140933,11536,,,"(None, None)"
140936,9520,,,"(None, None)"
140936,13143,,,"(None, None)"
140936,19903,,,"(None, None)"
140938,11165,,,"(None, None)"
140940,3490,,,"(None, None)"
140940,18020,,,"(None, None)"
140941,8258,,"[('spa', 1.0)]","(None, [('spa', 1.0)])"
140941,8259,,"[('spa', 0.8966939449310303), ('por', 0.10330606251955032)]","(None, [('spa', 0.8966939449310303), ('por', 0.10330606251955032)])"
140944,13174,,,"(None, None)"
140945,13321,,,"(None, None)"
140946,21926,,,"(None, nan)"
140946,26975,,,"(None, None)"
140948,27362,,,"(None, None)"
140948,27860,,"[('spa', 0.8929951190948486)]","(None, [('spa', 0.8929951190948486)])"
140949,3042,,,"(None, None)"
140949,3288,,,"(None, None)"
140949,9253,,,"(None, None)"
140950,18122,,"[('spa', 0.963665246963501)]","(None, [('spa', 0.963665246963501)])"
140950,25958,,,"(None, nan)"
140951,3502,,,"(None, None)"
140951,13243,,,"(None, None)"
140951,20872,,,"(None, None)"
140951,22117,,,"(None, nan)"
140952,10990,,,"(None, None)"
140953,8424,,,"(None, None)"
140953,17446,,,"(None, None)"
140953,18876,,,"(None, nan)"
140955,11773,,,"(None, None)"
140955,27526,,,"(None, None)"
140957,6002,,,"(None, nan)"
140957,17689,,"[('spa', 0.6062383651733398), ('eng', 0.3513892590999603)]","(None, [('spa', 0.6062383651733398), ('eng', 0.3513892590999603)])"
140958,3742,,,"(None, None)"
140959,18101,,,"(None, None)"
140960,5239,,,"(None, nan)"
140960,6128,,,"(None, nan)"
140960,9632,,,"(None, None)"
140960,22181,,,"(None, nan)"
140960,25706,,,"(None, nan)"
140961,14125,,,"(None, None)"
140961,22378,,,"(None, nan)"
140962,20381,,,"(None, None)"
140964,22080,,,"(None, nan)"
140965,4244,,,"(None, nan)"
140965,10164,,,"(None, None)"
140965,16263,,,"(None, nan)"
140967,9198,,,"(None, None)"
140969,10128,,,"(None, None)"
140969,10129,,,"(None, None)"
140970,9829,,,"(None, None)"
140970,9830,,,"(None, None)"
140970,15309,,,"(None, nan)"
140970,21731,,,"(None, nan)"
140971,7903,,"[('spa', 0.6161110401153564), ('rus', 0.17559537291526794), ('eng', 0.14004528522491455)]","(None, [('spa', 0.6161110401153564), ('rus', 0.17559537291526794), ('eng', 0.14004528522491455)])"
140973,10337,,"[('spa', 0.5550552606582642), ('eng', 0.18310806155204773)]","(None, [('spa', 0.5550552606582642), ('eng', 0.18310806155204773)])"
140974,1658,,"[('eng', 0.9574084877967834)]","(None, [('eng', 0.9574084877967834)])"
140974,25876,,,"(None, nan)"
140974,25879,,,"(None, nan)"
140975,3069,,,"(None, None)"
140975,3271,,,"(None, None)"
